Temperature ,Apparent Temperature,Humidity,Wind Speed ,Wind Bearing ,Visibility ,Pressure ,Precip Type
21.01666667,21.01666667,0.73,15.8102,310,11.2056,1016.12,0
14.95,14.95,0.83,6.2629,121,14.6832,1013.18,0
25.89444444,25.89444444,0.64,8.6296,23,11.4471,1015.44,0
7.022222222,6.4,1.0,4.9749,337,3.4454,1021.45,0
-4.466666667,-4.466666667,0.85,0.0,0,9.982,1025.5,1
16.18333333,16.18333333,0.72,3.22,210,9.982,1018.96,0
11.11666667,11.11666667,0.86,14.5061,260,14.9086,1015.71,0
-4.561111111,-4.561111111,0.81,3.22,280,15.8263,1034.25,1
5.9,5.9,0.93,1.932,77,10.0786,1019.16,0
22.05,22.05,0.3,2.898,198,10.3523,1020.44,0
16.13888889,16.13888889,0.81,6.6493,131,15.8263,1013.66,0
9.444444444,7.833333333,0.84,10.8836,240,15.5526,1011.68,0
19.99444444,19.99444444,0.61,8.0983,311,11.27,1019.74,0
12.26666667,12.26666667,0.61,14.3612,160,9.9015,1018.93,0
19.92222222,19.92222222,0.93,8.6296,151,3.4937,1001.94,0
2.777777778,-0.555555556,0.88,12.6868,291,9.982,1012.84,0
1.061111111,-2.583333333,0.92,12.4292,40,2.1252,1015.14,0
13.77222222,13.77222222,0.92,6.1502,350,15.8263,1019.37,0
-1.161111111,-4.0,0.52,7.7602,200,9.982,1021.19,1
-4.038888889,-8.816666667,0.85,12.5741,70,9.6117,0.0,1
13.05555556,13.05555556,0.89,2.5116,336,11.0768,1008.33,0
3.961111111,3.961111111,1.0,4.7495,231,3.6547,1015.6,0
21.06111111,21.06111111,0.58,26.8709,310,11.2056,1014.7,0
26.13333333,26.13333333,0.39,7.728,141,16.1,1017.91,0
21.13333333,21.13333333,0.41,13.5079,30,16.1,1020.62,0
17.8,17.8,0.96,9.6439,47,11.27,1018.33,0
6.172222222,4.122222222,0.53,9.7888,185,9.982,1022.93,0
17.91666667,17.91666667,0.89,9.5151,240,11.2056,1013.03,0
27.08888889,26.3,0.25,9.5795,350,10.3523,1016.87,0
19.00555556,19.00555556,0.83,15.5043,30,11.27,1020.12,0
16.20555556,16.20555556,1.0,3.1234,194,8.1305,1012.37,0
13.07222222,13.07222222,0.38,10.4972,189,10.3684,1021.85,0
25.99444444,25.99444444,0.44,17.1787,170,9.982,1013.13,0
7.777777778,6.4,0.89,8.05,220,6.118,1020.1,0
28.88888889,28.76666667,0.43,9.66,190,9.982,1014.9,0
3.572222222,0.194444444,0.64,13.8782,1,15.1823,1023.21,0
7.222222222,6.561111111,0.8,5.1842,279,7.9695,1029.58,0
0.483333333,0.483333333,0.89,3.0107,292,11.8496,1020.73,0
20.88888889,20.88888889,0.9,6.6493,19,15.1823,1022.27,0
27.07777778,27.86666667,0.56,14.8925,297,10.3523,1014.52,0
1.116666667,-4.711111111,0.76,27.2895,139,14.9086,1009.18,0
35.02222222,34.23888889,0.28,4.9105,242,16.1,1015.28,0
13.8,13.8,0.78,11.27,326,11.0285,1009.11,0
22.42222222,22.42222222,0.62,7.1001,224,15.5526,1021.22,0
14.27222222,14.27222222,0.83,10.7387,146,14.168,1009.51,0
9.4,7.977777778,0.74,9.7244,155,9.2897,1018.76,0
3.827777778,3.827777778,0.92,3.22,230,6.118,1024.7,0
13.86666667,13.86666667,0.96,6.5366,251,8.1305,1015.29,0
15.66666667,15.66666667,0.93,14.49,340,15.4882,1011.46,0
3.794444444,-1.15,0.82,26.3074,30,7.4543,1015.38,0
4.688888889,2.555555556,0.78,8.9194,313,15.1501,1022.31,0
3.888888889,0.477777778,0.76,14.49,270,11.27,1017.1,0
13.88333333,13.88333333,0.55,24.7618,151,11.6886,1013.13,0
22.13333333,22.13333333,0.68,12.7029,0,11.27,1016.26,0
12.66666667,12.66666667,0.73,15.8585,149,11.1251,1014.78,0
7.2,5.033333333,0.96,11.4793,151,6.5366,1011.81,0
1.111111111,-2.272222222,0.78,11.27,180,9.982,1024.0,0
0.955555556,0.955555556,0.92,4.5402,210,3.3649,1032.88,0
0.577777778,-2.911111111,0.92,11.2539,282,7.9051,1012.78,0
20.20555556,20.20555556,0.37,22.3951,179,10.3684,1012.37,0
27.60555556,27.24444444,0.39,12.6868,187,10.3684,1020.57,0
17.72777778,17.72777778,0.33,21.8155,254,15.7297,1006.93,0
18.86666667,18.86666667,0.89,13.7011,320,6.2951,1016.37,0
2.733333333,-1.766666667,0.88,19.9479,50,7.2128,1009.44,0
4.327777778,1.183333333,0.83,13.5079,149,11.6725,1020.93,0
17.9,17.9,0.79,3.0751,220,15.8263,1015.0,0
7.016666667,6.35,0.99,5.1037,353,1.932,1009.64,0
4.861111111,2.294444444,0.83,11.0607,271,15.8263,1021.54,0
18.13333333,18.13333333,0.82,6.4883,151,15.8263,1013.04,0
10.99444444,10.99444444,0.87,11.109,170,8.6457,1020.56,0
17.21111111,17.21111111,0.51,5.6833,118,10.3523,1019.75,0
-0.594444444,-3.766666667,0.93,9.1448,190,8.855,1020.66,1
18.73333333,18.73333333,0.97,5.7799,272,11.4954,1015.0,0
5.811111111,3.438888889,0.48,11.0285,358,15.8263,1026.64,0
17.57222222,17.57222222,0.66,2.8336,118,16.1,1013.64,0
23.95555556,23.95555556,0.35,9.3863,199,16.1,1015.48,0
-0.688888889,-4.277777778,0.92,10.5938,340,6.2951,1027.64,1
11.23888889,11.23888889,0.91,9.5795,153,0.0,1019.79,0
22.96666667,22.96666667,0.38,23.1357,30,10.3684,1019.39,0
29.83333333,29.6,0.41,8.7745,310,15.5526,1012.45,0
6.111111111,2.977777778,0.55,16.1,270,9.982,1023.7,0
23.63888889,23.63888889,0.75,4.6046,110,9.982,1016.82,0
19.80555556,19.80555556,0.77,8.3237,276,10.7226,1013.61,0
11.68888889,11.68888889,0.93,10.6904,203,14.812,1012.81,0
8.761111111,8.761111111,0.8,3.3649,229,15.8263,1013.5,0
1.644444444,-2.194444444,0.67,14.0231,240,16.1,1025.39,0
10.00555556,10.00555556,0.93,0.0,0,16.0517,1015.6,0
4.05,2.005555556,0.7,8.1144,17,16.0517,1030.63,0
23.74444444,23.74444444,0.42,5.3452,207,10.5777,1019.61,0
25.0,25.0,0.3,20.93,240,9.982,1011.8,0
17.06666667,17.06666667,0.63,4.1055,30,11.2056,1021.18,0
2.061111111,-2.027777778,0.74,15.9873,169,10.8031,993.22,0
32.2,31.45,0.33,8.7262,217,9.982,1016.88,0
7.088888889,5.466666667,0.94,8.5974,179,1.6744,1016.52,0
15.0,15.0,0.78,8.05,20,9.982,1017.8,0
2.288888889,-1.294444444,0.75,13.4435,279,9.982,995.29,0
17.77777778,17.77777778,0.52,12.6868,320,9.982,1022.53,0
11.01666667,11.01666667,0.32,20.3665,31,10.2557,1013.99,0
25.92222222,25.92222222,0.33,20.4148,347,10.3523,1004.72,0
6.816666667,4.161111111,0.88,13.9265,191,15.8263,1010.0,0
27.56666667,27.75555556,0.47,7.5348,339,10.0464,1014.04,0
5.155555556,3.022222222,0.82,9.2736,351,9.9015,1026.49,0
22.77777778,22.77777778,0.38,15.4238,342,9.982,1018.13,0
2.172222222,-3.116666667,0.69,25.1643,329,15.8263,1021.88,0
1.072222222,1.072222222,0.85,2.0447,324,16.1,1017.64,0
14.83333333,14.83333333,0.64,20.8012,169,9.8049,1017.8,0
-14.9,-21.19444444,0.92,10.2557,145,5.9892,1015.38,1
-6.966666667,-15.97222222,0.74,33.488,29,11.0285,1027.78,1
28.10555556,28.15555556,0.45,6.1502,137,15.8263,1014.39,0
12.77777778,12.77777778,0.64,0.0,0,16.1,1020.2,0
7.222222222,7.222222222,0.93,3.22,160,0.161,1017.0,0
29.95,30.55555556,0.47,17.5007,19,11.2056,1021.27,0
26.16666667,26.16666667,0.45,15.0696,334,11.3988,1015.98,0
12.61111111,12.61111111,0.78,9.0804,15,9.982,1022.69,0
4.444444444,1.744444444,0.82,11.27,300,16.1,1021.6,0
-1.044444444,-3.194444444,0.92,5.9731,91,1.6905,1026.16,1
7.872222222,5.9,0.89,11.0929,140,7.0357,1021.74,0
1.166666667,1.166666667,0.89,3.381,206,6.1985,1021.34,0
17.26666667,17.26666667,0.72,13.7011,160,16.1,1015.32,0
5.227777778,3.222222222,0.91,8.7906,171,12.2521,1019.74,0
12.59444444,12.59444444,0.75,3.22,40,15.8263,1022.9,0
-2.238888889,-2.238888889,0.96,4.3953,8,0.161,1026.86,1
17.18333333,17.18333333,0.81,1.5295,140,9.982,1015.11,0
9.927777778,6.583333333,0.87,28.7707,289,6.0697,1003.13,0
20.25,20.25,0.81,12.7029,301,5.4901,1018.13,0
22.26666667,22.26666667,0.49,15.9068,211,9.982,1015.24,0
24.9,24.9,0.58,10.7226,130,15.8263,1011.97,0
4.005555556,0.427777778,0.82,15.7136,193,6.2951,1020.35,0
17.47777778,17.47777778,0.88,3.3005,157,15.8263,1014.97,0
28.83888889,30.57222222,0.59,12.2199,38,16.1,1022.35,0
15.90555556,15.90555556,0.82,4.7173,137,9.982,1010.26,0
21.23333333,21.23333333,0.54,12.8478,39,15.5526,1020.99,0
6.0,6.0,0.86,0.0,0,6.118,1024.89,0
26.11111111,26.11111111,0.42,3.22,220,9.982,1012.6,0
7.061111111,3.55,0.79,21.2198,129,8.05,1007.58,0
22.73333333,22.73333333,0.51,13.9909,303,11.3988,1017.35,0
11.83333333,11.83333333,0.78,3.9123,330,10.2235,1011.3,0
2.755555556,0.566666667,1.0,7.8246,157,0.322,1029.48,0
-2.85,-5.905555556,0.72,7.5509,18,11.1251,1038.4,1
8.733333333,5.9,0.7,19.0141,138,14.9569,1021.5,0
11.18888889,11.18888889,0.71,26.6938,311,10.2235,1015.1,0
6.955555556,3.4,0.85,21.3969,1,11.0768,1015.24,0
0.066666667,-3.266666667,0.86,10.2074,38,8.3076,1020.36,0
20.18333333,20.18333333,0.66,24.6652,290,6.2951,1007.03,0
1.683333333,-0.172222222,0.9,6.279,268,5.2647,1021.04,0
7.516666667,7.516666667,1.0,3.0751,340,2.5921,1015.12,0
10.0,7.988888889,0.83,14.49,310,16.1,1021.3,0
-1.038888889,-1.038888889,0.93,0.0,0,4.8139,1031.58,1
16.98888889,16.98888889,0.49,26.2913,150,10.0786,1012.37,0
11.24444444,11.24444444,0.7,9.7083,301,11.0285,1027.18,0
27.24444444,27.40555556,0.46,12.5258,318,10.3523,1016.26,0
9.183333333,9.183333333,0.95,2.3828,303,2.3828,1019.95,0
14.95555556,14.95555556,0.72,4.669,9,11.2056,1028.23,0
11.92222222,11.92222222,0.93,8.05,200,9.982,1009.39,0
-0.994444444,-4.277777778,0.88,9.2575,150,6.8747,1011.27,1
2.677777778,-0.927777778,0.83,14.0231,207,9.821,1020.29,0
20.8,20.8,0.79,21.5579,69,11.1251,1005.93,0
-4.338888889,-6.944444444,0.88,5.8926,291,14.9569,1015.57,1
6.544444444,4.372222222,0.83,10.7387,172,15.6492,1011.5,0
20.09444444,20.09444444,0.73,21.091,1,11.27,1014.84,0
13.8,13.8,0.4,20.7851,300,15.8263,1015.84,0
14.77777778,14.77777778,0.9,9.66,247,9.982,1011.89,0
-1.188888889,-2.927777778,0.92,5.0232,205,2.7692,1020.47,1
22.64444444,22.64444444,0.49,4.8622,242,9.982,1020.49,0
4.805555556,3.466666667,0.94,6.1502,133,1.5939,1020.57,2
4.883333333,2.327777778,1.0,11.0124,149,0.6279,1019.46,0
12.73333333,12.73333333,0.78,7.9534,147,10.0464,1022.21,0
-0.555555556,-4.305555556,0.76,11.3505,20,15.8263,1027.02,1
-2.7,-10.35,0.53,33.4397,330,0.0,0.0,1
11.10555556,11.10555556,0.46,12.719,241,11.2056,1016.4,0
11.10555556,11.10555556,0.73,11.0607,51,15.8263,1017.58,0
5.0,1.694444444,0.81,15.4882,170,9.982,1019.39,0
-0.155555556,-0.155555556,0.85,4.7495,159,7.9051,1020.81,1
13.17222222,13.17222222,0.54,6.279,101,15.8263,1017.04,0
18.84444444,18.84444444,0.84,0.0,0,16.1,1011.41,0
20.98333333,20.98333333,0.43,16.6474,333,10.4006,1019.3,0
-1.183333333,-5.777777778,1.0,14.6027,70,1.4329,1012.96,1
2.661111111,-0.277777778,0.96,10.6904,129,0.161,1029.89,0
18.06111111,18.06111111,0.98,7.9212,230,11.2056,1000.91,0
27.17222222,27.05,0.41,14.329,228,16.1,1013.57,0
10.55555556,10.55555556,0.93,13.9909,131,11.9784,1023.89,0
5.866666667,5.866666667,0.79,3.1878,232,6.2951,1032.9,0
7.177777778,5.388888889,0.8,9.4346,19,9.9015,1025.56,0
14.39444444,14.39444444,0.67,6.4239,329,16.1,1005.33,0
19.89444444,19.89444444,0.56,12.6868,347,11.4471,1013.48,0
10.0,10.0,0.83,1.61,90,9.982,1018.8,0
13.66666667,13.66666667,0.84,21.8638,148,11.3183,987.54,0
13.93333333,13.93333333,0.51,22.2663,289,10.0464,1024.41,0
25.06666667,25.06666667,0.36,21.7672,231,9.982,1012.68,0
12.91666667,12.91666667,0.55,4.7817,277,9.982,1021.76,0
25.99444444,25.99444444,0.4,7.7763,130,9.982,1010.99,0
16.97777778,16.97777778,0.81,9.4024,173,10.2557,1014.12,0
0.694444444,-2.433333333,0.86,9.8532,152,8.0017,1019.91,0
2.316666667,2.316666667,0.88,3.1395,18,8.1305,1030.09,0
7.244444444,4.944444444,0.93,12.3165,171,2.9141,1005.34,0
-2.805555556,-9.522222222,0.95,25.2448,11,1.5617,1009.59,1
17.11111111,17.11111111,0.87,9.2575,140,9.9015,1017.05,0
27.55555556,27.31111111,0.4,14.4417,139,10.3684,1017.24,0
2.661111111,-3.194444444,0.9,32.3288,250,10.948,1000.67,0
14.17222222,14.17222222,0.76,6.2468,122,15.8263,1016.99,0
2.133333333,-2.038888889,0.76,16.6474,140,15.8263,1020.77,0
5.066666667,1.522222222,0.82,17.227,150,10.0464,1017.59,0
9.8,9.8,0.95,3.1073,331,10.5777,1018.12,0
27.28888889,26.77222222,0.34,15.0696,21,16.1,1018.83,0
11.08333333,11.08333333,0.73,13.846,245,14.9569,1020.17,0
15.88888889,15.88888889,0.28,19.3844,304,15.5526,1019.63,0
-3.705555556,-7.288888889,1.0,8.6296,141,2.9785,1035.09,1
8.961111111,6.772222222,0.92,14.0392,20,5.0393,1012.6,0
22.5,22.5,0.68,7.8407,1,11.0768,1008.77,0
12.66666667,12.66666667,0.7,4.669,32,9.982,1006.46,0
-5.605555556,-8.622222222,0.84,6.3756,30,16.1,1037.54,1
15.32777778,15.32777778,0.68,6.279,19,14.9569,1023.0,0
13.86111111,13.86111111,0.47,9.1931,233,9.982,1022.51,0
2.683333333,-0.027777778,0.9,9.7405,271,3.4454,1011.11,0
15.4,15.4,0.96,1.932,148,2.254,1012.63,0
3.883333333,1.955555556,0.93,7.5992,345,4.8461,1020.33,0
15.22777778,15.22777778,0.89,6.279,330,14.9086,1017.48,0
16.08888889,16.08888889,0.93,9.2736,319,4.0733,1013.1,0
3.344444444,1.627777778,0.99,6.6171,184,6.4078,1017.6,0
10.0,8.705555556,0.93,9.66,190,4.991,1020.2,0
5.155555556,-0.455555556,0.82,39.5738,311,6.1985,1006.95,0
2.6,2.6,0.85,3.22,206,6.2951,1023.42,0
6.177777778,3.972222222,0.65,10.5294,121,16.1,1021.79,0
3.911111111,1.533333333,0.92,9.3058,213,3.6064,1011.91,0
12.85,12.85,0.64,12.3326,111,9.982,1016.17,0
4.722222222,1.866666667,0.81,12.3487,177,9.4346,1018.8,0
22.80555556,22.80555556,0.54,19.9157,151,11.27,1010.94,0
7.061111111,3.455555556,0.66,22.1536,252,11.27,992.88,0
9.044444444,7.094444444,0.77,12.4936,141,8.1305,1021.73,0
19.90555556,19.90555556,0.57,25.5829,301,9.982,1017.72,0
30.97222222,29.35,0.26,4.6207,312,9.982,1017.2,0
5.0,0.622222222,0.6,24.15,170,9.982,1008.7,0
23.83888889,23.83888889,0.5,7.7763,271,11.27,1018.89,0
-0.1,-1.766666667,0.96,5.1681,119,0.2254,1022.41,1
26.11111111,26.11111111,0.5,14.49,300,11.27,1014.7,0
32.77777778,31.59444444,0.29,17.71,230,9.982,1018.3,0
17.12777778,17.12777778,0.93,7.5187,238,8.1949,1015.0,0
22.06666667,22.06666667,0.64,7.2772,142,9.982,1015.2,0
19.95,19.95,0.31,3.3005,346,9.982,1017.65,0
20.97222222,20.97222222,0.71,14.1036,156,9.982,999.89,0
7.222222222,3.322222222,0.51,25.76,330,11.27,1001.6,0
13.88888889,13.88888889,0.51,30.59,280,11.27,1006.1,0
12.16666667,12.16666667,0.93,7.1645,19,8.3398,1014.78,0
7.827777778,6.127777778,0.99,9.5956,40,2.9141,1012.75,0
5.966666667,4.366666667,0.93,7.6636,109,9.5473,1026.68,0
-7.222222222,-11.21666667,0.67,8.05,10,9.982,1031.8,1
18.53888889,18.53888889,0.82,10.6421,130,9.982,1012.79,0
7.777777778,3.772222222,0.63,28.98,320,11.27,1007.2,0
17.02777778,17.02777778,0.65,10.1752,181,11.0285,1012.13,0
0.05,-4.438888889,0.92,15.5687,161,6.8264,1032.76,0
6.022222222,6.022222222,0.93,4.6529,208,8.1305,1018.44,0
-7.15,-11.62222222,0.88,9.3702,280,10.0464,1029.54,1
9.666666667,8.05,0.92,11.1895,270,9.7888,1012.21,0
22.27777778,22.27777778,0.75,7.3094,29,10.3523,1008.05,0
29.38888889,30.38888889,0.52,4.8461,271,10.3523,1015.09,0
8.816666667,6.216666667,0.67,17.0982,119,15.8263,1011.31,0
1.688888889,-2.144444444,0.79,14.0392,297,15.0052,992.39,0
4.066666667,4.066666667,0.92,1.9159,259,8.7584,1027.86,0
-2.222222222,-6.105555556,0.96,10.5455,269,4.0411,1026.37,1
18.17777778,18.17777778,0.5,25.76,169,10.3523,1018.95,0
10.05,10.05,0.93,9.5634,138,4.7817,0.0,0
5.116666667,2.083333333,0.82,13.8943,22,11.2056,1026.64,0
25.87777778,25.87777778,0.51,11.4793,244,15.6975,1008.54,0
4.261111111,-0.422222222,0.83,25.0999,170,15.6009,1012.92,0
10.75555556,10.75555556,0.8,13.685,288,15.1823,1016.35,0
7.844444444,6.494444444,0.57,7.9695,267,9.982,1016.48,0
0.644444444,0.644444444,0.91,0.0,0,8.0983,1015.69,0
8.838888889,4.594444444,0.41,37.3198,312,10.5777,1016.79,0
5.227777778,4.016666667,0.75,5.957,22,15.1823,1018.28,0
7.238888889,2.127777778,0.69,42.9387,310,11.4471,1018.86,0
7.394444444,5.094444444,0.44,12.4775,17,15.1823,1015.46,0
3.683333333,-0.655555556,0.71,20.6241,150,9.982,1020.07,0
18.75,18.75,0.48,11.109,206,11.4471,1016.35,0
6.161111111,3.416666667,0.76,13.5401,180,9.0643,1021.55,0
10.94444444,10.94444444,0.67,4.8139,41,15.8263,1011.02,0
19.78888889,19.78888889,0.88,16.5347,158,10.8836,999.15,0
2.822222222,0.705555556,0.99,7.6153,265,6.0214,1007.36,0
19.18888889,19.18888889,0.71,10.3845,137,15.8263,1005.85,0
10.04444444,10.04444444,0.86,10.8192,131,7.2128,1003.85,0
21.05555556,21.05555556,0.54,10.948,73,15.5526,1018.57,0
2.805555556,2.805555556,0.96,3.0912,145,1.127,1024.9,0
25.0,25.0,0.54,9.66,250,11.27,1010.7,0
13.81111111,13.81111111,0.78,3.6225,282,11.0768,1005.71,0
-8.905555556,-8.905555556,0.85,4.1699,29,2.6726,1034.54,1
18.15,18.15,0.68,20.2699,20,16.1,1013.87,2
20.92222222,20.92222222,0.73,5.0071,18,10.0464,1017.81,0
11.58333333,11.58333333,0.71,9.9337,143,10.3523,1021.26,2
5.288888889,2.9,0.86,10.5616,279,9.982,1017.39,0
30.02222222,28.55555556,0.27,9.2092,359,9.982,1021.72,0
6.227777778,4.3,0.85,9.2414,194,9.982,1017.9,0
11.99444444,11.99444444,0.75,6.3756,196,15.3111,1018.13,0
3.722222222,1.816666667,0.93,7.406,139,7.6958,1021.39,0
29.53333333,28.7,0.35,6.9552,217,10.3523,1016.8,0
2.733333333,1.016666667,0.96,6.3434,343,5.8926,1026.17,0
-2.516666667,-4.861111111,0.89,5.9087,270,6.2951,1038.55,1
22.34444444,22.34444444,0.63,8.0661,320,11.27,1011.33,0
27.17222222,26.44444444,0.28,3.22,134,15.5526,1019.49,0
8.794444444,8.794444444,0.77,4.6851,147,8.1305,1018.89,0
23.88888889,23.88888889,0.34,17.71,330,9.982,1021.2,0
29.95,29.32777778,0.37,3.22,98,11.2056,1008.11,0
34.95555556,34.46666667,0.29,11.3183,178,10.3523,1014.34,0
-5.555555556,-5.555555556,0.88,3.22,190,3.059,1041.7,1
27.82777778,27.68333333,0.43,10.8836,176,9.982,1022.98,0
7.205555556,4.644444444,0.87,13.8943,333,6.9874,1018.37,0
7.5,7.5,0.96,2.8658,162,4.5402,1027.59,0
7.066666667,3.227777778,0.72,24.5042,150,14.9086,1011.71,0
1.666666667,1.666666667,0.92,3.22,310,9.982,1012.2,0
-4.0,-6.827777778,0.79,6.5044,289,9.8532,1037.73,1
8.311111111,4.805555556,0.83,24.7296,279,9.982,1011.24,0
8.938888889,8.938888889,0.82,3.5259,46,9.982,1024.42,0
12.62222222,12.62222222,0.69,14.6993,22,9.982,1014.83,0
1.288888889,-1.772222222,0.93,10.0625,275,6.7298,1024.0,0
6.833333333,3.988888889,0.55,15.2306,257,11.3988,1007.84,0
-2.122222222,-4.177777778,0.54,5.4096,120,9.9015,1030.82,1
27.61666667,27.36111111,0.4,14.4417,319,15.8263,1008.7,0
27.89444444,27.95555556,0.45,24.6974,151,9.982,1012.03,0
29.05555556,29.25,0.46,8.2271,331,10.3523,1010.29,0
11.86111111,11.86111111,0.7,12.6385,152,9.982,1021.73,2
23.33333333,23.33333333,0.53,14.49,290,16.1,1013.0,0
1.111111111,-3.483333333,0.72,17.71,30,16.1,1018.2,0
27.17222222,26.81666667,0.37,9.2092,347,10.3684,1020.98,0
-0.555555556,-4.283333333,0.96,11.27,160,0.161,1019.3,1
22.31666667,22.31666667,0.45,4.9588,205,10.3523,1016.92,0
22.25555556,22.25555556,0.67,3.2522,1,15.5526,1013.78,0
2.777777778,-2.216666667,0.69,24.0856,300,11.27,995.36,0
3.938888889,3.938888889,0.92,4.2987,210,11.0768,1014.36,0
21.91666667,21.91666667,0.82,4.9749,5,11.27,1011.49,0
13.87777778,13.87777778,0.47,38.157,310,10.2557,1017.28,0
15.9,15.9,0.42,27.8208,309,9.982,1017.17,0
5.955555556,5.955555556,0.86,3.1395,327,9.9015,1024.47,0
10.78333333,10.78333333,0.5,9.5634,8,10.3523,1023.66,0
3.888888889,2.905555556,0.89,4.83,60,6.118,1016.3,0
6.005555556,3.872222222,0.94,10.0142,34,4.025,1014.54,0
10.0,7.322222222,0.58,20.7368,179,9.982,0.0,0
6.083333333,2.961111111,0.79,15.9712,300,9.982,1025.4,0
6.116666667,3.361111111,1.0,13.5884,150,2.737,1022.62,0
-7.188888889,-10.7,0.9,6.9069,148,3.1717,1032.35,1
7.933333333,7.933333333,0.73,4.5402,235,14.168,1021.84,0
12.16111111,12.16111111,0.87,7.9212,301,9.8049,1018.08,0
-6.011111111,-10.92777778,0.51,11.5115,221,15.8263,1039.01,1
25.05,25.05,0.44,11.1412,158,14.9569,1006.87,0
-1.205555556,-5.622222222,0.93,13.7172,150,2.9624,1030.43,1
-1.038888889,-1.038888889,0.88,4.7334,229,9.982,1032.99,1
8.933333333,7.455555556,0.76,9.5312,38,11.27,1027.39,0
10.87777778,10.87777778,0.75,6.1663,125,15.8263,1006.57,0
12.68888889,12.68888889,0.9,7.9373,162,9.982,1019.39,0
28.98333333,28.8,0.42,8.7906,47,9.982,1014.1,0
26.84444444,26.68333333,0.39,2.2057,31,11.0768,1005.02,0
3.166666667,1.477777778,0.83,6.44,130,3.8962,1021.79,0
8.894444444,8.072222222,0.86,6.5205,270,9.9015,1013.8,0
15.87777778,15.87777778,0.71,6.2307,19,15.8263,1025.89,0
-3.888888889,-7.838888889,0.91,9.6761,351,3.4454,1012.25,1
2.916666667,-1.211111111,0.82,17.6295,260,9.982,1012.23,0
-1.038888889,-1.038888889,0.91,2.6887,269,2.3506,1033.09,1
6.061111111,4.388888889,0.93,8.05,52,7.4543,1021.49,0
6.205555556,4.516666667,0.92,8.1949,110,6.3434,1031.21,0
-1.822222222,-1.822222222,0.86,3.3649,320,5.957,1027.44,1
3.544444444,-0.233333333,0.78,16.2932,98,9.338,1012.72,0
22.97222222,22.97222222,0.48,3.5259,233,11.4471,1014.7,0
-2.133333333,-2.133333333,0.95,2.9946,45,2.0608,1025.71,1
13.91111111,13.91111111,0.77,32.2161,150,11.1251,1003.8,0
7.566666667,5.655555556,0.53,10.4489,50,16.1,1023.74,0
9.494444444,7.916666667,0.96,10.7226,161,9.982,1002.95,0
13.91111111,13.91111111,0.59,17.5812,78,11.27,1020.27,0
12.2,12.2,0.74,7.6475,160,12.2199,1009.47,0
7.727777778,3.538888889,0.71,31.1374,300,10.4006,1015.17,0
7.777777778,6.4,0.89,8.05,330,9.982,0.0,0
3.083333333,3.083333333,0.89,4.8139,150,9.7566,1028.89,0
23.8,23.8,0.57,25.3092,140,10.3684,1009.78,0
27.32777778,28.26666667,0.57,22.2824,191,11.27,1006.43,0
23.61111111,23.61111111,0.7,10.1752,61,11.27,1002.6,0
26.03888889,26.03888889,0.5,9.2897,149,16.1,1012.29,0
15.93888889,15.93888889,0.58,13.4757,17,9.982,1017.93,0
7.477777778,4.338888889,0.85,18.837,213,10.1591,1015.53,0
12.02222222,12.02222222,0.77,22.6366,278,10.3523,1012.31,0
5.672222222,2.722222222,0.82,14.168,320,15.8263,1022.64,0
16.25555556,16.25555556,0.87,6.0053,330,15.8263,1018.98,0
22.84444444,22.84444444,0.31,16.8889,164,10.3523,1015.84,0
16.36666667,16.36666667,0.41,22.7493,121,11.3988,1023.02,0
17.85555556,17.85555556,0.63,15.9712,97,10.3523,1016.07,0
7.294444444,3.961111111,0.73,20.1411,211,9.982,1007.47,0
8.355555556,4.733333333,0.88,26.2752,310,11.5276,999.55,0
-1.2,-3.383333333,0.8,5.9892,250,15.1501,1023.14,1
11.02222222,11.02222222,0.89,6.44,140,15.8263,1020.42,0
29.78333333,29.18888889,0.38,5.2003,166,10.3523,1019.2,0
12.22222222,12.22222222,0.72,4.83,20,9.982,1020.9,0
12.24444444,12.24444444,0.51,7.8085,345,11.2056,1035.48,0
13.72222222,13.72222222,0.75,3.22,300,15.3111,1015.32,0
22.66666667,22.66666667,0.74,15.3594,160,9.9015,1010.32,0
20.13888889,20.13888889,0.85,9.4668,307,11.0768,1008.59,0
5.655555556,5.655555556,0.9,2.2057,210,15.1501,1017.45,0
14.88333333,14.88333333,1.0,10.626,289,11.2056,1012.47,0
-0.022222222,-2.755555556,0.93,8.0178,135,0.0805,1025.93,1
3.938888889,3.938888889,0.93,4.4114,82,10.7065,1003.27,0
-11.11111111,-11.11111111,0.87,4.83,230,4.991,1016.3,1
25.0,25.0,0.39,4.83,160,9.982,1020.4,0
9.305555556,6.855555556,0.72,16.8245,149,15.8263,1019.89,0
12.35555556,12.35555556,0.81,9.2414,194,10.2235,1021.2,0
6.111111111,4.444444444,0.45,8.05,320,11.27,1012.1,0
4.905555556,-0.266666667,0.77,32.5381,130,11.1251,999.58,0
21.78333333,21.78333333,0.76,19.4971,100,14.9569,1017.8,0
17.23888889,17.23888889,0.8,3.703,335,15.3111,1017.84,0
16.11111111,16.11111111,0.56,12.8639,168,9.982,1022.33,0
1.761111111,1.761111111,0.96,3.542,132,0.1771,1028.79,0
4.094444444,0.922222222,0.81,13.3791,290,9.982,1025.84,0
8.916666667,8.916666667,0.78,2.7209,100,15.1823,1018.1,0
6.855555556,4.9,0.82,9.9498,282,14.5222,1008.91,0
